canon_sku,base_sku,name_raw,slug_suggestion,categories_raw,description_raw,price_usd,sale_price_usd,Currency,Track Inventory,qty_base,Backorder,realm,variant_model,sku_count,image_url_base
HRT-SHP-RSN-FLW,HRT-SHP-RSN-FLW,The Sacred Heart – Anatomical Resin Vase Collection,heart-shaped-resin-flower-vase,,"Beauty is in the Veins. Move beyond traditional crystal and embrace the dark romance of the Sacred Heart Vase . Anatomically inspired and artistically rendered, this resin vessel captures the intricate details of the human heart—ventricles, veins, and arteries—frozen in time. It is the perfect vessel for those who wear their heart on their sleeve, or in this case, display it on their mantle. Whether filled with dried dead roses, fresh black dahlias, or used to hold your paintbrushes and eyeliner, this piece transforms the ordinary into a statement of macabre elegance. Choose Your Ritual (3 Variants): 🖤 The Midnight Heart (Black): Matte and mysterious. Perfect for minimalist gothic homes and dark altars. 🩸 The Crimson Heart (Red): rich, glossy, and visceral. A symbol of undying passion and vitality. ✨ The Gilded Heart (Gold): Metallic and opulent. A luxurious addition to any curiosity cabinet or vanity. Why It Belongs in Your Sanctuary: Memento Mori Aesthetic: A beautiful reminder of life's fragility, perfect for fans of oddities and dark academia. Sculptural Detail: High-quality resin casting captures realistic textures, making it look like a piece of art even when empty. Versatile Decor: Sturdy enough to hold heavy bouquets, yet compact enough for bookshelves, desks, and vanities. The Details: Dimensions: 6.5"" (Height) x 4.5"" (Width) Material: Durable High-Quality Resin Care: Wipe clean with a soft cloth.",25.0,,USD,True,0,False,house,one_dim,4,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Deep%20red%20anatomical%20heart%20vase%20holding%20a%20bouqu.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/MATTEB~1.PNG;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Metallic%20gold%20anatomical%20heart%20vase%20filled%20wit.png
LNR-ARC-HMM-BRC,LNR-ARC-HMM-BRC,Lunar Arc Hammered Bracelet,lunar-arc-hammered-bracelet,,"🖤 Product Description A quiet ode to cycles, softness, and strength. The Lunar Arc Hammered Bracelet features a slender crescent moon, hand-hammered to catch light with every movement. Minimal and fluid, it’s designed to be worn alone as a subtle talisman or layered into your daily stack. The moon has long symbolized intuition, renewal, and the beauty of becoming—never fixed, always evolving. This piece is a gentle reminder to honor your phases and trust the rhythm beneath them. Wear it as a whisper, not a statement. ✨ Details Hammered crescent moon charm Adjustable length: 6–7” 14kt gold-filled chain 14kt gold-plated brass charm Stainless steel findings Lightweight and ideal for stacking 🕯️ Hand-assembled in Boston, MA",19.99,,USD,True,2,False,house,none,1,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/10a21381-cd5f-477e-a31e-7c561fee1c51-1-51b333f.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/1000018628.jpg
LRG-SET-OF-3,LRG-SET-OF-3,The Gilded North Star Trio – Alchemical Wall Decor,large-set-of-3-metallic-gold-cast-iron-starburst-wall-decor,,"Illuminate the Darkness. Bring the warmth of the cosmos into your home with The Gilded North Star Trio . Crafted from heavy cast iron and finished in an antiqued metallic gold, these eight-pointed stars act as a beacon of light against dark walls. In the world of the arcane, the eight-pointed star represents balance, the planet Venus, and the cardinal directions. These pieces channel that ancient energy with a luxurious twist. The weathered gold finish evokes the feeling of an alchemist’s workshop or a rediscovered treasure from a sunken ship. Why They Belong on Your Wall: The Alchemist's Touch: The metallic gold finish contrasts stunningly against black, charcoal, or emerald green walls (a staple of the gothic home). Heavy Cast Iron: These aren't flimsy plastic; they have the weight and texture of authentic ironwork. Celestial Styling: Hang them in an ascending line to represent rising energy, or cluster them above a mirror for a halo effect. The Details: Set Includes: 3 Stars (Large, Medium, Small) Dimensions: Large: 12"" H x 8.75"" W Medium: 8.75"" H x 7"" W Small: 6.75"" H x 5.75"" W Material: Cast Iron with Antiqued Gold Finish Mounting: Built-in hangers for easy installation. Accent to vintage, beach, or nautical-themed rooms.",38.0,,USD,True,3,False,house,none,1,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Large%20Set%20of%203%20Metallic%20Gold%20Cast%20Iro-af409bc.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Black%20and%20Gold%20Stars%20on%20patterned%20background%20-.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Large%20Set%20of%203%20Metallic%20Gold%20Cast%20Iro-cf52c0c.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Large%20Set%20of%203%20Metallic%20Gold%20Cast%20Iro-92380b9.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Large%20Set%20of%203%20Metallic%20Gold%20Cast%20Iro-f21b2b0.webp
LXR-STN-6-PC,LXR-STN-6-PC,Midnight Black Satin 6-Piece Sheet Set – The Nocturnal Sanctuary Collection,luxury-satin-6-piece-sheet-set,,"Slip into the Shadows. Transform your bedroom into a sanctuary of darkness and indulgence with The Nocturnal Satin Sheet Set . There is nothing quite like the feeling of sliding into cool, liquid-black satin at the end of a long night. Unlike standard cotton that grips and pulls, our premium satin glides effortlessy against your skin and hair. It minimizes friction, reduces frizz, and prevents sleep lines, making it the ultimate beauty secret for the creature of the night. This expanded 6-piece set includes two additional pillowcases, allowing you to stack your pillows high for a truly lavish, hotel-quality look that beckons you to bed. Why You’ll Never Leave Your Lair: The Beauty Benefit: The silky, frictionless surface protects hair from breakage and skin from creasing while you sleep. Cool to the Touch: Breathable and temperature-regulating, perfect for those who seek a cool side of the pillow. Certified Safe: OEKO-TEX certified to be free of harmful substances, ensuring it is safe for even the most sensitive skin. Effortless Care: Durable, wrinkle-free, and fade-resistant. They come out of the wash ready to drape perfectly. The Details: Set Includes: 1 Flat Sheet, 1 Fitted Sheet, 4 Pillowcases Fit: Deep pockets fit mattresses up to 16 inches deep. Material: 100% Premium Polyester Satin Care: Machine wash cold, tumble dry low. No ironing needed.",75.0,,USD,True,0,False,house,one_dim,3,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Luxurious%20black%20satin%206-piece%20sheet%20set%20styled.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Satin%20Sheets.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Satin%20Sheets%202.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Unmade%20bed%20featuring%20luxurious%20black%20satin%20she.png
MD-FOR-CH-THR,MD-FOR-CH-THR,"""Made For Each Other"" – The Bride & Monster Framed Art Print by Mike Bell",made-for-each-other-art-print,,"A Love That Defies Nature. Celebrate the ultimate union of the underworld with ""Made For Each Other,"" an officially licensed fine art print by Mike Bell. This piece captures the electric connection between the Monster and his Bride—proof that there is a perfect match for everyone, even in the shadows. Rendered in Bell’s signature vibrant, lowbrow style, this artwork is a stunning tribute to classic horror romance. It is printed on heavy, semi-gloss 100lb cover stock that captures every detail of the stitches and sparks. Arriving professionally mounted in a sleek black composite frame, it makes the perfect anniversary gift for your own better half or a statement piece for a bedroom wall. Why It Belongs on Your Wall: The Original Power Couple: A tribute to the most iconic romance in horror history. Artist Series: Officially licensed artwork by Mike Bell, ensuring high-quality reproduction of the original vision. Gallery Presentation: The premium paper weight and professional framing give it a polished, high-end look. Ready to Hang: Comes fully assembled with hardware, so you can display your devotion immediately. The Details: Artwork Dimensions: 12"" x 18"" Finished Framed Size: 14"" x 20"" Frame Style: 1.25"" Wide Black Composite Origin: Proudly Made in the USA",43.0,,USD,True,2,False,house,none,1,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Made%20for%20Each%20Other%20-%20Art%20Print_img2-3a7189a.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Made%20for%20Each%20Other%20-%20Art%20Print_img3-9867ab4.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Made%20for%20Each%20Other%20-%20Art%20Print_img4-ced5d76.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Made%20for%20Each%20Other%20-%20Art%20Print_img5-879f8f6.webp
MDN-WNG-DL-TPR,MDN-WNG-DL-TPR,Midnight Wing Dual-Taper Candle Holder - Matte Black,midnight-wing-dual-taper-candle-holder-matte-black,Featured Products;Categories,"Cast a shadow of elegance over your space with this distinctive Bat Candle Holder. Standing over 14 inches tall, this matte black metal piece features a classic turned-column base that rises into a striking bat silhouette. The spread wings serve as holders for two standard taper candles, creating a perfect symmetry of light and shadow. Whether for a seasonal Halloween display or a year-round gothic home aesthetic, this weighted, free-standing holder adds a touch of dark sophistication to any mantel or table. Key Features: Dual Taper Design: Bat wings securely hold two standard taper candles (not included). Sturdy Build: Weighs 1.2 lbs (0.54 kg) with a stable base for safe, free-standing display. Matte Finish: Sleek, all-black metal construction coordinates easily with dark or minimalist décor. Statement Size: Measures 14.3"" H x 8.3"" W, making it a substantial centerpiece.",34.0,,USD,True,3,False,house,none,1,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/A%20black%20metal%20bat-shaped%20candelabra%20holding%20tw.jpg;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Matte%20black%20bat%20candle%20holder%20featuring%20two%20li.jpg
MLN-MNS-ART-PRN,MLN-MNS-ART-PRN,"""Melancholy Monster"" – Framed Gothic Fine Art Print by Mike Bell",melancholy-monster-art-print,,"Beauty in the Broken. Capture the soulful, misunderstood nature of the world’s most iconic creature with ""Melancholy Monster."" This officially licensed fine art print by Mike Bell moves beyond the horror to find the humanity within the beast. Rendered in Bell’s signature lowbrow-gothic style, this piece is a tribute to those who feel a little different, a little strange, and deeply feeling. Printed on heavy, gallery-grade 100lb semi-gloss cover stock, the colors are rich and durable. It arrives professionally mounted in a sleek black composite frame, ready to hang immediately in your parlor, laboratory, or bedroom. Why It Belongs on Your Wall: The Outsider Icon: A perfect piece for anyone who identifies with the ""strange and unusual."" Artist Series: Officially licensed artwork by Mike Bell, ensuring you are supporting the original artist. Premium Presentation: The heavy paper stock and professional framing elevate this from a simple poster to a piece of decor art. Instant Gratification: Arrives fully framed with hardware installed—no assembly required. The Details: Artwork Dimensions: 12"" x 18"" Finished Framed Size: 14"" x 20"" Frame Style: 1.25"" Wide Black Composite Origin: Proudly Made in the USA",43.0,,USD,True,2,False,house,none,1,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Melancholy%20Monster%20Art%20-%20Art%20Print_img1.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Melancholy%20Monster%20Art%20-%20Art%20Print_img3.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Melancholy%20Monster%20Art%20-%20Art%20Print_img5.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Melancholy%20Monster%20Art%20-%20Art%20Print_img2.webp
MRS-LBT-ART-PRN,MRS-LBT-ART-PRN,"""Amorous Libation"" – Monster Cocktail Hour Framed Art Print by Mike Bell",amorous-libation-art-print,,"Raise a Glass to Eternal Love. Cheers to the couple that was literally made for each other. ""Amorous Libation"" is a cheeky, romantic fine art print by Mike Bell that captures a quiet moment of connection between the underworld's favorite lovers. Depicting a toast shared over a mysterious glowing cocktail, this piece blends classic horror iconography with the fun, retro vibe of a tiki bar or speakeasy. It is the ultimate decor for your home bar, kitchen, or dining room. Printed on high-quality 100lb semi-gloss cover stock, the vibrant colors of the potion and the moody background pop with exceptional clarity. Why It Belongs on Your Wall: Gothic Bar Decor: The perfect backdrop for your liquor cabinet or cocktail station (looks great next to our Sepia & Smoke Coupes!). Artist Series: Officially licensed artwork by Mike Bell, celebrating the lowbrow art movement. Premium Finish: Heavy stock paper and a semi-gloss finish prevent that cheap ""poster"" glare. Hassle-Free: Arrives professionally framed in black composite with hardware attached—ready to hang instantly. The Details: Artwork Dimensions: 12"" x 18"" Finished Framed Size: 14"" x 20"" Frame Style: 1.25"" Wide Black Composite Origin: Proudly Made in the USA",43.0,,USD,True,2,False,house,none,1,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Amorous%20Libation%20-%20Art%20Print_img1.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Amorous%20Libation%20-%20Art%20Print_img2.webp
MS-18-PC-STN,MS-18-PC-STN,The Mesa Ritual Collection – 18-Piece Matte Stoneware Set,mesa-18-piece-stoneware-dinnerware-set,,"The Foundation of Your Feast. Dining is more than just eating; it is a ritual. Set the stage for your next gathering with The Mesa Ritual Collection , a dinnerware set designed for those who appreciate the beauty of shadows and substance. Crafted from solid, non-porous stoneware, these plates feature a sleek, low-profile silhouette and a stunning lead-free matte finish . This tactile surface absorbs the light rather than reflecting it, allowing the colors of your food to pop in dramatic contrast—perfect for the dark aesthetic home. Heavy, scratch-resistant, and built to last, this set brings an earthy, grounded energy to your table, whether you are serving a midnight supper for six or a solitary meal by candlelight. Why It Belongs on Your Table: Matte Aesthetic: The non-reflective finish offers a modern, sophisticated look that feels incredible to the touch. Modern Silhouette: Low profiles and wide rims keep your presentation clean and contemporary. Built for Real Life: Despite their elegant look, these pieces are scratch-resistant, microwave-safe, and dishwasher-safe. Complete Service: A full 18-piece set provides a cohesive look for up to 6 guests. The Details: Material: Durable Stoneware Finish: Matte Glaze (Lead-Free) Care: Microwave & Dishwasher Safe Includes: 6x Dinner Plates (10.5”) 6x Salad/Dessert Plates (8”) 6x Soup/Cereal Bowls (23oz, 5.8”)",70.0,,USD,True,2,False,house,none,1,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Matte%20black%20stoneware%20dinner%20plate%2C%20salad%20plat.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/18%20piece%20Stoneware%20Dinnerware%20Set_img2.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/18%20piece%20Stoneware%20Dinnerware%20Set_img1.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/18%20piece%20Stoneware%20Dinnerware%20Set_img5.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/18%20piece%20Stoneware%20Dinnerware%20Set_img6.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/18%20piece%20Stoneware%20Dinnerware%20Set_img4.webp
MTT-BLC-CHS-KNV,MTT-BLC-CHS-KNV,The Midnight Feast – Matte Black Cheese Knife Set,matte-black-cheese-knives-book-box,,"Sleek enough for a modern home. Dark enough for yours. Elevate your entertaining ritual with The Midnight Feast Knife Set . Forget traditional silverware; this trio is dipped in a deep, matte black finish that absorbs the light, creating a striking contrast against white brie, yellow cheddar, or dark fruits. Packaged in a clever, book-style box that opens to reveal the tools inside, it feels less like kitchenware and more like a hidden volume from a secret library. It makes an exceptional gift for the host who has everything—or the perfect addition to your own gothic charcuterie board. Why They Belong on Your Table: Stealth Aesthetic: The all-black, matte finish is modern, sophisticated, and undeniably cool. The ""Secret Book"" Box: The packaging is part of the experience—store them on a bookshelf or display the box as art. Complete Set: Includes a pronged knife for soft cheeses, a chisel knife for crumbly cheeses, and a heart knife for spreading and cutting. Durable Design: Crafted from stainless steel for a sharp edge and long-lasting finish. The Details: Set Includes: 3 Cheese Knives (Fork-Tipped, Chisel, Heart/Spreader) Material: Stainless Steel with Matte Black Finish Care: Hand Wash Only to preserve the matte coating.",29.0,,USD,True,4,False,house,none,1,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Cheese%20knives%2C%20charcuterie%20board%2C%20and%20-6b66cd9.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Matte%20Black%20Cheese%20Knives%20Book%20Box_img4.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Matte%20Black%20Cheese%20Knives%20Book%20Box_img2.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Matte%20Black%20Cheese%20Knives%20Book%20Box_img1.webp
NDY-LV-ART-PRN,NDY-LV-ART-PRN,"""Undying Love"" – Framed Gothic Fine Art Print by Mike Bell",undying-love-art-print,,"A Romance That Transcends the Grave. Celebrate a devotion that lasts longer than a lifetime with ""Undying Love,"" an exclusive art print by renowned artist Mike Bell. This piece captures the essence of gothic romance—proof that true love never truly expires. Unlike standard posters, this is a gallery-quality piece. The artwork is reproduced on heavy, semi-gloss 100lb cover stock, ensuring the deep blacks and rich colors remain vibrant. It arrives professionally mounted in a sleek, 1.25-inch black composite frame, ready to hang the moment it crosses your threshold. Perfect for the bedroom, the living room, or as a wedding gift for the couple who loves the darker side of life. Why It Belongs on Your Wall: Artist Series: Officially licensed artwork by Mike Bell, supporting the creator behind the vision. Gallery Quality: Printed on thick, premium 100lb semi-gloss paper that feels substantial and looks expensive. Ready to Hang: No need to hunt for a frame; it arrives fully framed with hardware installed. Made in the USA: Both the print and the frame are proudly crafted in the United States. The Details: Artwork Dimensions: 12"" x 18"" Finished Framed Size: 14"" x 20"" Frame Style: 1.25"" Wide Black Composite Material: 100lb Semi-Gloss Cover Stock",43.0,,USD,True,2,False,house,none,1,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Undying%20Love_img1.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Undying%20Love_img2.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Undying%20Love_img3.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Made%20for%20Each%20Other%20-%20Art%20Print_img5-879f8f6.webp
PRT-CRY-CND-WTH,PRT-CRY-CND-WTH,The Obsidian Tower – Protection Ritual Candle with Hidden Crystal,protection-crystal-candle-with-rough-black-obsidian,,"Burn the Wax, Reveal the Stone. Fortify your sacred space with The Obsidian Tower , a candle designed for banishing negativity and reclaiming your power. Molded into the shape of a jagged black crystal point, this candle serves as a striking altar piece even before it is lit. As the unscented black wax melts away over 30 hours, it slowly reveals a rough Black Obsidian stone hidden at the base. Obsidian is revered in the craft as a powerful psychic shield, known for absorbing negative energies and cutting through illusions. Once the flame has extinguished, you are left with a charged crystal talisman to keep as a guardian of your peace. Why It Belong on Your Altar: Two-in-One Magic: A ritual candle that transforms into a permanent crystal keepsake. Symbol of Strength: The tower shape represents stability and grounding, while the black color absorbs unwanted vibes. Ritual Focus: Use the burn time to meditate on boundaries and protection as the stone is unearthed. Unscented: Perfect for those sensitive to fragrance or for layering with your own ritual oils. The Details: Shape: Black Crystal Point Hidden Stone: Rough Black Obsidian Burn Time: Approx. 30 Hours Material: Unscented Paraffin Wax Dimensions: Approx. 5.5"" Tall",15.0,,USD,True,4,False,house,none,1,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Protection%20Crystal%20Candle%20with%20Rough%20-cab8152.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Protection%20Crystal%20Candle%20with%20Rough%20Black%20Ob.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Protection%20Crystal%20Candle%20with%20Rough%20Black%20Ob.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Protection%20Crystal%20Candle%20with%20Rough%20Black%20Ob.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Protection%20Crystal%20Candle%20with%20Rough%20Black%20Ob.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Protection%20Crystal%20Candle%20with%20Rough%20Black%20Ob.webp
RCN-KSS-BAG-CLL,RCN-KSS-BAG-CLL,Arcane Kisslock Bag Collection,arcane-kisslock-bag-collection,,"Step into a world of vintage magic with the Arcane Kisslock Bag Collection — a lineup of statement purses designed for those who dress with intention. Each piece features intricate embroidered artwork, antique-inspired metal detailing, and a classic kisslock closure that feels timeless, elegant, and just a little enchanted. Wear it as a handheld treasure or let it drape from your shoulder with the detachable straps — perfect for daily rituals, moonlit nights out, or whenever your outfit needs that final spellbound touch. ✨ Features: Embroidered design (varies by style) Vintage metal detailing Kisslock closure Polkadot fabric-lined interior with interior zip pocket Can be used as a handheld bag or shoulder bag Includes detachable 5in faux leather strap + 26in detachable chain strap Crafted from a high-quality cotton and linen blend material Measures approx. 9.5in (L) × 1.5in (W) × 7in (H) ✨ Perfect For: Lovers of celestial, fantasy, and gothic-inspired accessories Everyday wear or special occasions A unique gift for stargazers, bookish romantasy lovers, and vintage fashion fans",24.99,,USD,True,0,False,house,one_dim,5,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Mushroom.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Celistel%20Kisslock%20Bag%20Collection.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Celestial%20Mushroom%20Kiss%20Lock%20Bag%20in%20Linen%20Cot.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Moon%20Moth%20Vintage%20Kisslock%20Bag.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Romantasy%20Dragon%20Kiss%20Lock%20Bag%20in%20Linen%20Cotto.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Dragon.jpg;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Celestial.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Moth.png
