canon_sku,base_sku,name_raw,slug_suggestion,categories_raw,description_raw,price_usd,sale_price_usd,Currency,Track Inventory,qty_base,Backorder,realm,variant_model,sku_count,image_url_base
RCT-VNT-MRR,RCT-VNT-MRR,The Victorian Oracle – Brass & Beadwork Tabletop Mirror,rectangle-vanity-mirror,,"Reflect on Your Darkest Desires. Transform your daily rituals into a moment of Victorian drama with The Victorian Oracle Mirror . This isn't just a looking glass; it's a portal to a bygone era of elegance and mystery. Inspired by the curiosities of a 19th-century London boudoir, this rectangular mirror features an aged brass wire stand that allows for the perfect tilt. The true magic, however, lies in the intricate border of emerald green and metallic beadwork that frames your reflection, catching the candlelight with a subtle, old-world glimmer. Perfect for your vanity, altar, or desk, it adds an instant touch of gothic sophistication to any space. Why It Belongs on Your Vanity: Authentic Vintage Feel: Aged brass and detailed beadwork give it the character of a true antique find. Adjustable Angle: The sturdy brass stand pivots, allowing you to find the perfect angle for applying makeup or adornments. Gothic Elegance: A subtle, sophisticated piece that complements a dark aesthetic without being overtly spooky. Versatile Size: Compact enough for a small desk but striking enough to be a centerpiece. The Details: Material: Glass, Aged Brass, Metal Beadwork Style: Victorian / Gothic revival Origin: Imported",32.0,,USD,True,4,False,house,none,1,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Gothic%20tabletop%20vanity%20mirror%20on%20a%20dark%20carved.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Vintage-style%20rectangular%20tabletop%20mirror%20with.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Rectangle%20Vanity%20Mirror.webp
SET-OF-3-BLC,SET-OF-3-BLC,"The Shadow Stripe Taper Trio – Gothic ""Creepmas"" Candles",set-of-3-black-candy-cane-stripe-creepmas-taper-candles,,"A Twisted Take on Tradition. Why dream of a white Christmas when you can have a dark one? The Shadow Stripe Taper Trio reimagines the classic candy cane aesthetic for those who prefer their holidays haunted. Featuring bold, spiraling black stripes against a clean white wax base, these unscented tapers evoke the whimsical, eerie style of a Tim Burton film. They are the perfect centerpiece for a ""Creepmas"" feast, a Nightmare Before Christmas viewing party, or simply adding a touch of graphic edge to your year-round decor. Why They Belong on Your Holiday Table: Alternative Festive: The perfect antidote to traditional red and green decor. Graphic Statement: The high-contrast black and white spiral design draws the eye and adds height to any display. Versatile Decor: While perfect for the holidays, their striped design fits seamlessly into any Beetlejuice-inspired or monochrome gothic theme year-round. Clean Burn: Unscented paraffin wax ensures they won't clash with the aroma of your holiday feast. The Details: Set Includes: 3 Taper Candles Burn Time: Approx. 5 Hours Each Material: Unscented Paraffin Wax Style: Candy Cane Spiral / Gothic Circus",12.0,,USD,True,3,False,house,none,1,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Set%20of%203%20Black%20Candy%20Cane%20Stripe%20Creepmas%20Tap.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Set%20of%203%20Black%20Candy%20Cane%20Stripe%20Cree-9f2f380.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Set%20of%203%20Black%20Candy%20Cane%20Stripe%20Cree-e729a76.webp
SET-OF-3-LRG,SET-OF-3-LRG,The Obsidian Compass Stars – Cast Iron Wall Trio,set-of-3-large-black-cast-iron-starburst-wall-hangings,,"Navigate by the Shadows. Add a touch of celestial protection to your home with The Iron North Star Trio . Crafted from heavy cast iron and finished in a rustic matte black, these eight-pointed stars evoke the ancient symbolism of the chaos star, the compass rose, and the guiding light of the North Star. Unlike flimsy modern decor, these pieces have the weight and texture of old-world ironwork. They are perfect for hanging above a doorway for protection, arranging above an altar, or creating a celestial focal point on a gallery wall. Why They Belong on Your Wall: Ancient Symbolism: The 8-pointed star is a timeless symbol of balance, protection, and cosmic order. Heavy Cast Iron: Real metal construction gives them a premium, authentic feel and durability for indoor or outdoor use. Versatile Display: The set includes three graduated sizes, allowing you to arrange them in a constellation that fits your space perfectly. The Details: Set Includes: 3 Stars (Large, Medium, Small) Dimensions: Large: 12"" H x 8.75"" W Medium: 8.75"" H x 7"" W Small: 6.75"" H x 5.75"" W Material: Cast Iron with Black Enamel Finish Mounting: Built-in hangers for easy installation.",38.0,,USD,True,3,False,house,none,1,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/SETOFT~1.PNG;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Set%20of%20three%20black%20cast%20iron%20eight-pointed%20sta.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Black%20and%20Gold%20Stars%20on%20real%20wall%20set%20up%20-%20BES.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Set%20of%203%20Large%20Black%20Cast%20Iron%20Starbu-90be3e8.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Set%20of%203%20Large%20Black%20Cast%20Iron%20Starbu-4cfef16.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Set%20of%203%20Large%20Black%20Cast%20Iron%20Starbu-3c9f923.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Set%20of%203%20Large%20Black%20Cast%20Iron%20Starbu-3642eda.webp
SET-OF-3-STR,SET-OF-3-STR,The Starry Night Taper Trio – Celestial Wax Candles,set-of-3-starry-night-celestial-taper-candles,,"Light the Cosmos. Bring the magic of a clear midnight sky to your altar or dining table with The Starry Night Taper Trio . These deep navy candles are illustrated with a constellation of golden stars, shooting comets, and celestial bodies, creating a mesmerizing display even before they are lit. Whether used for a moon ritual, a tarot reading, or simply to add an enchanting glow to a dinner party, these unscented tapers burn cleanly for approximately 5 hours, casting a warm light on the heavens painted upon them. Why They Belong in Your Sanctuary: Celestial Art: Each candle is a miniature work of art, featuring intricate gold and silver foil details against a midnight blue background. Ritual Ready: Unscented wax makes them perfect for spellwork where you want to add your own oils or herbs without clashing scents. Gift of the Stars: Packaged in a beautiful matching window box with a yellow bow, ready to be gifted to the stargazer in your life. The Details: Set Includes: 3 Taper Candles Burn Time: Approx. 5 Hours Each Material: Paraffin Wax (Unscented) Dimensions: Standard Taper Size (Fits most holders)",12.0,,USD,True,2,False,house,none,1,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Dark%20blue%20celestial%20taper%20candles%20with%20gold%20co.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Set%20of%203%20Starry%20Night%20Celestial%20Taper-80fb567.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Set%20of%203%20Starry%20Night%20Celestial%20Taper%20Candles.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Set%20of%203%20Starry%20Night%20Celestial%20Taper%20Candles.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Set%20of%203%20Starry%20Night%20Celestial%20Taper%20Candles.webp
SKL-BK-NDS-GTH,SKL-BK-NDS-GTH,The Catacomb Scholar – Aged Skull Bookend Set,skull-book-ends-gothic-lifesize-human,,"Guardians of Your Forbidden Knowledge. Keep your most treasured grimoires, leather-bound classics, and dark tales in order with The Catacomb Scholar Bookend Set . Crafted with an incredibly realistic, weathered bone finish, these twin skulls hold a silent vigil on your shelf. Their deep eye sockets and aged texture make them look like artifacts unearthed from a forgotten crypt. Heavy and substantial, they are designed to hold even your most formidable volumes securely in place. Why They Belong on Your Bookshelf: Realistic Aging: The detailed finish gives them an authentic, ancient look that plastic decorations can't replicate. Heavy & Functional: Weighted to prevent slipping, they are as practical as they are striking. Macabre Elegance: A sophisticated way to add a gothic touch to a home office, library, or bedside table. The Perfect Gift: An ideal present for the bibliophile with a taste for the darker side of literature. The Details: Set Includes: 2 Skull Bookends (Left and Right) Material: Heavyweight Sculpted Resin Finish: Aged Bone",35.0,,USD,True,3,False,house,none,1,"https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Skull%20bookends.png/:/rs=w:600,h:600;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Skull%20Book%20Ends%20Gothic%20Lifesize%20Human_img1.webp/:/rs=w:600,h:600;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Skull%20Book%20Ends%20Gothic%20Lifesize%20Human_img4.webp/:/rs=w:600,h:600;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Skull%20Book%20Ends%20Gothic%20Lifesize%20Human_img5.webp/:/rs=w:600,h:600;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Skull%20Book%20Ends%20Gothic%20Lifesize%20Human_img2.webp/:/rs=w:600,h:600;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Skull%20Book%20Ends%20Gothic%20Lifesize%20Human_img8.webp/:/rs=w:600,h:600;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Skull%20Book%20Ends%20Gothic%20Lifesize%20Human_img7.webp/:/rs=w:600,h:600;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Skull%20Book%20Ends%20Gothic%20Lifesize%20Human_img6.webp/:/rs=w:600,h:600;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Skull%20Book%20Ends%20Gothic%20Lifesize%20Human_img3.webp/:/rs=w:600,h:600"
TRN-RST-CFF-STD,TRN-RST-CFF-STD,Eternal Rest Coffin Studs,eternal-rest-coffin-studs,,"🖤 Product Description Small in scale, heavy in symbolism. The Eternal Rest Coffin Studs are a quiet nod to mortality, mystery, and devotion to the dark aesthetic. Minimalist coffin silhouettes in gold or silver make these studs effortless for daily wear—subtle enough to whisper, bold enough to be recognized by those who know. Designed to sit close and sharp against the ear, they pair perfectly with both ritual looks and everyday black. Available individually or as a matched set —one gold, one silver—for those who walk between worlds. ✨ Details Sold individually or as a Gold + Silver Bundle (save 10%) Coffin size: approx. 0.75” Gold or silver plated brass coffin charms .925 sterling silver earring posts Lightweight, comfortable for all-day wear 🕯️ Hand-assembled in Boston, MA",14.99,,USD,True,0,False,house,one_dim,3,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/10a21381-cd5f-477e-a31e-7c561fee1c51-1_all_435.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/10a21381-cd5f-477e-a31e-7c561fee1c51-1-9cd3804.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/1000018622.jpg;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/1000018624.jpg
TWO-TR-RND-SLT,TWO-TR-RND-SLT,The Obsidian Tier – Slate Stone & Chrome Display Stand,two-tier-round-slate-stone-and-metal-serving-tray,,"Serve Your Guests in Stone. Elevate your gatherings—or your altar—with The Obsidian Tier . Crafted from rough-hewn natural slate stone, this two-tiered stand brings the raw beauty of the earth into your home. Far from the typical ""country kitchen"" decor, the dark, charcoal-grey slate provides a dramatic, moody backdrop for whatever you choose to display. The polished chrome spine adds a touch of modern alchemy, striking a perfect balance between industrial edge and gothic elegance. How to Use It in a Gothic Home: The Midnight Tea: Perfect for displaying dark chocolates, blackberries, and pastries during a gathering. The Crystal Altar: Use it to organize your crystal collection, separating stones by intention on each tier. The Vanity: A stunning way to display perfume bottles, jewelry, and potions on your dresser. The Details: Dimensions: 11.75"" Diameter x 9.25"" Height Material: Natural Dark Slate Stone, Polished Chrome Assembly: Minimal assembly required (no tools needed).",30.0,,USD,True,3,False,house,none,1,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Two-tier%20slate%20and%20chrome%20serving%20stand%20displa.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Two-tier%20round%20natural%20slate%20and%20chrome%20displa.png
VD-MN-STD-RRN,VD-MN-STD-RRN,Void Moon Stud Earrings,void-moon-stud-earrings,,"🖤 Product Description Minimal, modern, and quietly magnetic. The Void Moon Stud Earrings feature an abstract crescent—open, weightless, and designed to feel like a second skin. Sculptural without being loud, they’re the kind of earrings you put on once… and forget you’re wearing (in the best way). Designed for all-day—and all-night—wear, these studs are smooth, balanced, and unexpectedly comfortable. The open moon shape symbolizes space, possibility, and the power found in what is left unfilled. They don’t ask for attention. They keep it. ✨ Details Abstract hollow crescent moon design Drop length: 1” 14kt gold-plated brass earrings S925 sterling silver ear pins Lightweight and sleep-friendly 🕯️ Hand-assembled in Boston, MA",14.99,,USD,True,1,False,house,none,1,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/1000018630.jpg;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/1000019101.jpg
VNS-VNS-RBB-CHM,VNS-VNS-RBB-CHM,The Sepia & Smoke Ribbed Coupe Set – Vintage Glassware Collection,venus-ribbed-champagne-coupe-set-7oz-set-of-6,,"A Toast to the Old World. Transport your evening rituals back to the age of speakeasies and candlelight with the Sepia & Smoke Ribbed Coupe Set . This stunning collection of six glasses moves beyond clear glass, offering a moody spectrum of vintage hues—from pale smoke and soft taupe to deep, rich amber. The classic coupe shape, popularized in the 1920s, features a delicate ribbed texture that catches the light and adds a tactile elegance to every sip. While designed for Champagne, they are the perfect vessel for a dark espresso martini, a smoky bourbon cocktail, or a potent elixir. Why They Belong on Your Bar Cart: Vintage Aesthetic: The ribbed glass and sepia-toned gradient evoke the feeling of antique French glassware found in a hidden manor. The Art of Contrast: The warm, smoky tones look incredible against a dark tablecloth or black marble counter. Perfect Capacity: At 7oz, they hold the ideal pour for craft cocktails without the risk of spills. Unique Set: No two sips look exactly alike; the gradient colors allow guests to identify their glass by its unique shade of shadow. The Details: Set Includes: 6 Ribbed Coupe Glasses Capacity: 7 oz each Color: Assorted gradient of Smoke, Amber, and Mocha Material: High-quality tinted glass",55.0,,USD,True,1,False,house,none,1,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/assets_task_01k5qn0yhhfmg8631a2nrvwrr-fc924ae.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Venus%20Ribbed%20Champagne%20Coupe%20Set%207oz%20-99b7f79.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Venus%20Ribbed%20Champagne%20Coupe%20Set%207oz%20%20Set%20of%20.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Venus%20Ribbed%20Champagne%20Coupe%20Set%207oz%20%20Set%20of%20.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Venus%20Ribbed%20Champagne%20Coupe%20Set%207oz%20-f1a271c.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/assets_task_01k5qn0yhhfmg8631a2nrvwrr-5bd55ed.webp
WCK-WTC-CRS-MN,WCK-WTC-CRS-MN,The Midnight Flight – Hand-Blown Glass Witch Ornament,wicked-witch-crescent-moon-glass-ornament,,"A Timeless Symbol of Magic. Celebrate the season of shadows with the Midnight Flight Witch Ornament , an exquisite piece of holiday décor that honors the old ways. This isn't just a decoration; it’s a nod to the folklore of the past. Hand-blown and crafted using centuries-old techniques from the heart of Europe (Germany, Poland, and the Czech Republic), this glass ornament captures the iconic silhouette of a witch soaring past a crescent moon. With her emerald skin and flowing robes, she adds a touch of wicked elegance to your Yule tree or year-round altar. Each piece arrives in a vintage-themed gift box, making it a perfect offering for the witch in your life. Why It Belongs on Your Tree: Old World Craftsmanship: Hand-blown glass with intricate hand-painted details, ensuring no two are exactly alike. Gothic Holiday Aesthetic: The perfect balance of festive sparkle and dark folklore. Collector’s Quality: A fragile, heirloom-quality piece designed to be cherished for years. Gift-Ready: Arrives in a sophisticated vintage-style box, ready for gifting. The Details: Dimensions: 4.5"" (H) x 3.3"" (L) x 1.8"" (W) Material: Traditional Blown Glass Origin: Ships from the USA",15.0,,USD,True,2,False,house,none,1,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Glass%20ornament%20of%20a%20witch%20flying%20on%20a%20broomsti.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Gothic%20flat%20lay%20featuring%20the%20witch%20and%20moon%20g.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Close-up%20studio%20photograph%20of%20hand-blown%20glass.png
WEB-OF-BCM-SPD,WEB-OF-BCM-SPD,Web of Becoming Spider Lariat,web-of-becoming-spider-lariat,,"🖤 Product Description Delicate in form, powerful in meaning. The Web of Becoming Spider Lariat is designed as a quiet talisman—fluid, adjustable, and intentional. A crystal-studded spider drifts along a fine gold chain, sliding through a polished loop to create a silhouette that moves with you and reshapes itself as you choose. The spider is a symbol of creation, patience, and feminine power . She weaves with purpose, rebuilds without fear, and reminds us that fate is not inherited—it is made. Even when the web is broken, the skill to create again remains. Wear it long and ceremonial or adjust it close to the collarbone. This piece is meant to evolve with you. ✨ Details Adjustable lariat-style necklace Chain length: 25” Crystal-studded spider charm Gold stainless steel chain 14kt gold-filled spider charm 14kt gold-filled and stainless steel findings Lightweight with fluid movement 🕯️ Hand-assembled in Boston, MA",26.99,,USD,True,2,False,house,none,1,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/10a21381-cd5f-477e-a31e-7c561fee1c51-1-505faff.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/1000018626.jpg;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/1000019097.jpg;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/1000019095.jpg
WHT-SG-SMD-STC,WHT-SG-SMD-STC,The Foundation Ritual – Classic White Sage Cleansing Bundle,white-sage-smudge-sticks,,"The Original Purifier. When in doubt, return to the source. The Foundation Ritual Bundle is the essential tool for any spiritual practice—pure, unadulterated White Sage ( Salvia apiana ). Known for generations as the ultimate energetic ""reset button,"" burning white sage clears away the heaviest negativity, banishes stagnant vibes, and creates a neutral, sacred space for you to build upon. It is the blank canvas of magic. Ethically & Sustainably Harvested: We honor the earth that provides for us. Our sage is responsibly grown on a small family farm in Southern California, ensuring that the plant population is sustained and the harvest is performed with respect and intention. Why It Belongs on Your Altar: The ""Master Key"": The most versatile tool for cleansing crystals, tarot decks, new homes, or your own aura. Potent Purification: The distinct, earthy smoke is known for binding to negative energy and carrying it away. Sustainable Sourcing: You can cleanse your space with a clear conscience, knowing this sage was not poached from the wild. Ritual Ready: Includes a Cleansing Guide Card , making it perfect for beginners or as a thoughtful gift for a housewarming. The Details: Size: Approx. 4.25"" Long x 1.5"" Wide Ingredients: 100% California White Sage Includes: 1 Smudge Stick + Ritual Guide Card",6.0,,USD,True,9,False,house,none,1,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/White%20Sage%20Smudge%20Sticks_img1.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/White%20Sage%20Smudge%20Sticks_img4.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/White%20Sage%20Smudge%20Sticks_img2.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Sage_vid2.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Gemini_Generated_Image_zihcdrzihcdrzihcBurning.png
WHT-SG-W-CLY,WHT-SG-W-CLY,The Clarity Ritual – White Sage & Eucalyptus Cleansing Bundle,white-sage-w-eucalyptus-smudge-sticks,,"Breathe New Life Into Your Space. When the air feels heavy and your mind feels clouded, reach for The Clarity Ritual Bundle . This handcrafted smudge stick intertwines the sacred purifying power of White Sage with the sharp, refreshing energy of Eucalyptus. While Sage clears away negative vibrations, Eucalyptus acts as a spiritual decongestant. Its cool, camphorous smoke is traditionally used to promote healing, protection, and mental focus. It is the perfect tool for banishing exhaustion, breaking through creative blocks, or cleansing a space after illness. Ethically & Sustainably Gathered: Magic requires respect. Our White Sage ( Salvia apiana ) is responsibly grown and sustainably harvested on a small family farm in Southern California, ensuring the land is honored in every step of the process. Why It Belongs on Your Altar: The ""Deep Clean"": Perfect for when a space feels physically or spiritually ""stuffy."" Magical Properties: Eucalyptus is associated with healing, protection, and uncovering the truth. Invigorating Scent: Leaves a fresh, crisp, herbal fragrance that lingers beautifully. Beginner Friendly: Includes a Cleansing Guide Card to walk you through the ritual of smoke cleansing. The Details: Size: Approx. 4.25"" Long x 1.5"" Wide Ingredients: California White Sage, Eucalyptus Leaves Includes: 1 Smudge Stick + Ritual Guide Card",6.0,,USD,True,10,False,house,none,1,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Burning%20white%20sage%20and%20dried%20lavender%20cleansin.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/White%20Sage%20w%20Eucalyptus%20Smudge%20Sticks_img4.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/White%20Sage%20w%20Eucalyptus%20Smudge%20Sticks_img3.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/White%20Sage%20w%20Eucalyptus%20Smudge%20Sticks_img5.webp
WHT-SG-WTH-DRD,WHT-SG-WTH-DRD,The Serenity Ritual – White Sage & Lavender Cleansing Bundle,white-sage-with-dried-lavender-smudge-sticks,,"Clear the Shadows, Invite the Calm. Reset the energy of your sanctuary with The Serenity Ritual Bundle . This hand-wrapped smudge stick marries the powerful, purifying properties of White Sage with the soothing, tranquil vibrations of dried Lavender. When burned, the smoke creates a perfect balance: the sharp, earthy scent of the sage banishes negativity and stagnant energy, while the soft, floral notes of lavender invite peace, relaxation, and restful sleep. It is the ideal tool for cleansing a new home, preparing for meditation, or simply clearing the air after a long, heavy week. Ethically & Sustainably Gathered: We believe that a cleansing ritual should start with a clean conscience. Our White Sage ( Salvia apiana ) is responsibly grown and sustainably harvested on a small family farm in Southern California, ensuring the plant population is preserved and respected. Why It Belongs on Your Altar: Dual Action: Purifies the space (Sage) while calming the spirit (Lavender). Sustainable Sourcing: Ethically harvested to respect the earth and the tradition. Handcrafted Beauty: Each bundle is hand-picked, air-dried, and visually stunning—beautiful enough to display even when not in use. Beginner Friendly: Includes a Cleansing Guide Card to help you perform your ritual with confidence and intention. The Details: Size: Approx. 4.25"" Long x 1.5"" Wide Ingredients: California White Sage, Dried Lavender Includes: 1 Smudge Stick + Ritual Guide Card",6.0,,USD,True,10,False,house,none,1,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Burning%20white%20sage%20and%20dried%20lavender%20cleansin.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/White%20Sage%20with%20Dried%20Lavender%20Smudge%20Sticks_.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/White%20Sage%20with%20Dried%20Lavender%20Smudge-93cfc79.webp
