canon_sku,base_sku,name_raw,slug_suggestion,categories_raw,description_raw,price_usd,sale_price_usd,Currency,Track Inventory,qty_base,Backorder,realm,variant_model,sku_count,image_url_base
XN-CHR-AND-DRK,XN-CHR-AND-DRK,Charmed and Dark Signature Gothic Tee | Unisex Alternative Graphic Shirt,xn-charmed-and-dark-gothic-t-shirt-alternative-fashion-graphic-tee-for-dark-style-occult-aesthetics-h437d,,"Step into the shadows with the Charmed and Dark Signature Tee — where luxury meets gothic edge. Designed for those who live unapologetically in the dark, this premium cotton t-shirt blends comfort, versatility, and striking design. Featuring our exclusive Charmed and Dark emblem in ornate gothic typography, this shirt is more than clothing — it’s a statement piece. Perfect for pairing with jeans, layering under leather, or styling with skirts and boots, this tee is made for everyday wear with a bold alternative twist. Whether you’re headed to a concert, a night out, or simply living the gothic lifestyle, the Charmed and Dark tee delivers the perfect balance of mystery and sophistication. Key Features: 🖤 Premium-quality cotton for comfort and durability 🖤 Exclusive Charmed and Dark gothic crest design 🖤 Unisex fit, available in multiple sizes 🖤 Perfect for alternative fashion, gothic streetwear, and occult-inspired looks 🖤 Easy to style — dress it up or down Why You’ll Love It: This isn’t just a t-shirt — it’s a symbol of dark luxury . With its bold gothic logo and versatile cut, it seamlessly transitions from casual wear to statement outfit. Join the Charmed and Dark movement and wear your shadows with pride.",19.99,,USD,True,0,False,uniform,one_dim,6,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Blonde%20male%20model%20in%20unisex%20t-shirt.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/blonde%20female%20wearing%20unisex%20t-shirt.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Dark%20haired%20fremale%20model%20wearing%20the%20unisex%20t.png
XN-CHR-AND-DRK1,XN-CHR-AND-DRK1,Charmed and Dark Gothic Graphic Tee – Women’s Alternative Fashion Top,xn-charmed-and-dark-womens-gothic-crop-top-alternative-fashion-dark-style-tee-2r51cxm,,"Step boldly into your power. Crafted for those who thrive in the shadows but radiate confidence, the Charmed and Dark Crop Top is your new wardrobe staple. This exclusive piece combines gothic elegance with a modern, flattering cut—essential for any dark aesthetic collection. Featuring our iconic crest in ornate gothic lettering, this top is more than apparel; it’s a ritual of style. The soft, breathable cotton ensures all-day comfort, while the tailored cropped fit pairs perfectly with high-waisted jeans, maxi skirts, or under a leather jacket. Why It Belongs in Your Closet: The Perfect Cut: Tailored specifically for a flattering, modern cropped silhouette—not too short, not too long. Premium Feel: Made from soft, breathable cotton that feels luxurious against the skin. Signature Style: Features the official Charmed and Dark gothic crest design. Versatile: Ideal for layering or wearing solo for festivals, rituals, or everyday alternative streetwear. Fit & Sizing: This is a fitted crop top. If you prefer a looser, more relaxed fit, we recommend sizing up. Part of the Charmed and Dark Apparel Collection.",15.99,,USD,True,0,False,uniform,one_dim,7,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Blonde%20wearing%20the%20charmed%20and%20dark%20crop%20shirt.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Black%20hair%20female%20wearing%20cropped%20shirt.png
XN-THE-BLD-MN,XN-THE-BLD-MN,The Blood Moon Spiral – Solid Crimson Taper Set (4-Pack),xn-the-blood-moon-spiral-solid-crimson-taper-set-4-pack-ps38a,,"Saturate your sanctuary in the color of vitality and passion with The Blood Moon Spiral Tapers . This set of four handcrafted candles features a deep, solid crimson hue from wick to base. The twisted, spiral silhouette adds a modern edge to the classic taper, while the vibrant red wax provides a striking contrast against dark decor. Unlike traditional holiday candles, these are designed for the dark romantic. Whether used for a love spell, a vampire-themed feast, or to represent the element of Fire on your altar, they burn with a clean, steady flame for up to 8 hours. Key Features: Solid Crimson: Rich, deep red color throughout (no gradient). Sculptural Spiral: Twisted shape catches the light and adds texture. Clean Burn: Smokeless, dripless, and non-toxic paraffin wax. Long Lasting: 8-hour burn time for extended rituals or parties. Set of Four: Includes four matching candles in a gift-ready box. Dimensions: Approx. 7.5"" (18.5cm) tall.",34.0,,USD,True,2,False,house,none,1,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Set%20of%20four%20solid%20crimson%20red%20spiral%20taper%20can.jpg;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/A%20set%20of%20five%20solid%20red%20spiral%20taper%20candles%20a.jpg
XN-THE-BSD-TWS,XN-THE-BSD-TWS,The Obsidian Twist – Glossy Black Spiral Taper Candles (Pair),xn-the-obsidian-twist-glossy-black-spiral-taper-candles-pair-cs61b,,"Elevate your illumination with The Obsidian Twist Taper Set . These aren't just candles; they are sculptural art for your altar or dining table. Hand-dipped and carefully formed into a mesmerizing spiral shape, these 10-inch candles add texture, movement, and modern gothic elegance to any setting. The glossy black wax catches the light even when unlit, acting as a striking piece of decor. When lit, the flame dances down the curves of the spiral, creating a unique shadow play. Perfect for fitting into standard taper holders (like our Ravenwood or Shadow Spire sets), they are the ultimate finishing touch for a witchy dinner party or a sophisticated dark home. Key Features: Sculptural Design: Modern spiral/twisted shape adds artistic flair. High-Gloss Finish: Deep black wax that shines in the light. Standard Fit: 0.87"" base fits most standard taper candle holders. Impressive Height: 10"" (25.5cm) tall for dramatic verticality. Set of Two: Includes two matching handmade candles. Burn Time: 4+ hours of steady burn time.",20.0,,USD,True,2,False,house,none,1,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Pair%20of%20glossy%20black%20spiral%20taper%20candles%20with.jpg
XN-THE-CRM-FD,XN-THE-CRM-FD,The Crimson Fade Spiral – Metallic Blood Ombre Tapers (4-Pack),xn-the-crimson-fade-spiral-metallic-blood-ombre-tapers-4-pack-fe32b,,"Ignite a passion that burns from purity to desire with The Crimson Fade Spiral Tapers . This set of four handcrafted candles features a mesmerizing ombre design. Beginning with a ghost-white tip, the wax transitions seamlessly into a deep, metallic blood-red base. The twisted, spiral shape adds modern movement, while the high-gloss finish on the red section catches the candlelight with a liquid-like shine. Perfect for a vampire-themed dinner party, a romantic gothic evening, or rituals focused on love and vitality. These dripless, smokeless tapers burn cleanly, letting their colors tell the story. Key Features: Striking Ombre: Gradient design fades from matte white to metallic blood red. Sculptural Spiral: Twisted shape adds elegance and texture. Metallic Finish: The red base features a shimmering, glossy coating. Clean Burn: Smokeless and dripless for a mess-free experience. Set of Four: Includes four matching tapers, perfect for a full candelabra display. Dimensions: Approx. 7.5"" tall with a standard base fit.",38.0,,USD,True,2,False,house,none,1,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Styled%20as%20a%20complete%20set%20on%20a%20dining%20table%20to%20.jpg;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Set%20of%20four%20lit%20spiral%20taper%20candles%20featuring.jpg
XN-THE-GLM-GNG,XN-THE-GLM-GNG,The Gloomy Gingerbread – Spooky Gothic Creepmas Ornament,xn-the-gloomy-gingerbread-spooky-gothic-creepmas-ornament-qs38a,,"Who says Christmas has to be merry? Hang a little mischief on your tree with The Gloomy Gingerbread . This isn't your grandmother's cookie. This ""Ginger-dead"" man features a burnt-black finish, white ""X"" eyes, and a delightfully tragic sad face. Adorned with a bright red bow tie and traditional icing squiggles, he brings a perfect touch of dark humor to your holiday setup. He is the ideal stocking stuffer for the goth who loves Christmas (but only the spooky parts) or the perfect finishing touch for a black Christmas tree. Key Features: Creepmas Aesthetic: A dark twist on the classic gingerbread man. Detailed Design: Features ""X"" eyes, a sad frown, and a pop of red with a festive bow. Ready to Hang: Comes with a durable black ribbon loop. Durable Build: Made from lightweight but sturdy resin. Perfect Gift: A cheeky stocking stuffer or secret Santa gift for horror lovers.",12.0,,USD,True,4,False,house,none,1,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Black%20resin%20gingerbread%20man%20Christmas%20ornament.jpg;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Black%20resin%20'Ginger-dead'%20man%20ornament%20with%20a%20.jpg
XN-THE-MDN-BLM,XN-THE-MDN-BLM,The Midnight Bloom Tealight Holder – Matte Black Resin Rose,xn-the-midnight-bloom-tealight-holder-matte-black-resin-rose-wl30b,Categories,"Capture the allure of a romance that lasts forever with The Midnight Bloom Tealight Holder . Sculpted from durable resin, this holder captures the delicate, unfolding petals of a rose in full bloom, finished in a deep, matte black. It cradles a single standard tealight at its center, allowing the flame to illuminate the dark petals from within. Perfect for a Victorian gothic vanity, a romantic dinner setting, or as a symbolic offering on your altar, this flower never fades and never wilts. Place them in pairs to create a moody, floral shrine. Key Features: Intricate Detail: Realistic, sculpted rose petals in an open bloom design. Matte Black Finish: Smooth, dark surface that coordinates with any gothic decor. Standard Fit: Designed to hold one standard metal-cup tealight. Durable Material: Made of high-quality, heat-resistant polyresin. Compact Size: A subtle but striking accent for small spaces.",12.0,,USD,True,7,False,house,none,1,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Matte%20black%20resin%20rose-shaped%20tealight%20holder%20.jpg;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Black%20resin%20rose%20tealight%20holder%20with%20a%20glowin.jpg
XN-THE-MDN-CFF,XN-THE-MDN-CFF,The Midnight Coffin Vanity Tray – Matte Black Trinket Dish,xn-the-midnight-coffin-vanity-tray-matte-black-trinket-dish-vz69a,Categories,"Organize your most precious artifacts in a vessel worthy of their power. The Midnight Coffin Vanity Tray serves as a resting place for your daily essentials, blending macabre shape with practical design. Constructed from smooth, matte black MDF, this coffin-shaped tray features raised edges and convenient cutout handles. It is the perfect size for a bedside catch-all, a vanity organizer for your silver jewelry, or a compact altar tray for crystals and sage. Simple, sleek, and undeniably gothic, it adds a subtle edge to any surface in your crypt. Key Features: Iconic Silhouette: Distinctive coffin shape for a classic gothic aesthetic. Versatile Use: Perfect for jewelry, keys, crystals, or small candles. Practical Design: Features cutout handles and raised sides to keep items secure. Lightweight & Durable: Made from smooth black MDF wood. Compact Size: Ideal for vanities, nightstands, or coffee tables.",18.0,,USD,True,4,False,house,none,1,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Styled%20on%20an%20antique%20wooden%20dresser%20with%20silve.jpg;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Matte%20black%20wooden%20coffin%20tray%20styled%20as%20a%20wit.jpg
XN-THE-MRL-CLS,XN-THE-MRL-CLS,The Emerald Celestial Pillow – Velvet Moon & Star Embroidery,xn-the-emerald-celestial-pillow-velvet-moon-star-embroidery-o690b,Categories,"Add a touch of cosmic luxury to your sacred space with The Emerald Celestial Pillow . Soft, tactile, and visually striking, this piece brings the magic of the night sky into your home. Crafted from lush emerald green velvet, the pillow features an intricate sunburst and crescent moon design embroidered in shimmering metallic gold thread. Scattered stars complete the celestial motif, catching the light and adding a subtle glow to your sofa, bed, or reading nook. Whether you are softening a leather armchair or adding texture to your bedding, this pillow offers both comfort and style. It arrives vacuum-sealed for protection and fluffs up to a perfect 16-inch square. Key Features: Luxe Material: Rich emerald green velvet (front and back) that is soft to the touch. Metallic Detail: High-quality gold thread embroidery featuring a crescent moon and sunburst. Functional Design: Includes a hidden zipper for easy cover removal and cleaning. Complete Set: Comes with a supportive polyester insert included. Size: 16"" x 16"" – the perfect accent size for chairs and sofas.",48.0,,USD,True,2,False,house,none,1,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Styled%20on%20a%20dark%20surface%20to%20make%20the%20emerald%20a.jpg;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Emerald%20green%20velvet%20celestial%20pillow%20with%20gol.jpg
XN-THE-RVN-BRN,XN-THE-RVN-BRN,The Ravenwood Branch Candelabra – Dark Metal Triple Taper Holder with Birds,xn-the-ravenwood-branch-candelabra-dark-metal-triple-taper-holder-with-birds-w580c,Categories,"Bring the enchantment of a moonlit forest into your home with The Ravenwood Branch Candelabra . This striking piece is more than just a candle holder; it's a sculpture that tells a story. Forged from dark metal with a rugged, bark-like texture, the candelabra is shaped like a twisting tree branch that roots itself firmly on your table. Three small birds are perched among the textured leaves, keeping silent watch by the three candle cups. The finish is a deep, matte black with subtle antique bronze highlights that will catch the flickering light of your candles. This three-taper holder makes a magnificent centerpiece for a gothic dining feast, a mystical addition to your altar, or a dramatic accent for a mantelpiece. Pair it with black or deep forest green taper candles to complete the look. Key Features: Nature-Inspired Design: Sculpted tree branch form with detailed leaves and three perched birds. Dark & Textured Finish: Matte black metal with subtle antique bronze brushing for a rustic, aged look. Triple Capacity: Holds three standard taper candles (candles not included). Sturdy Base: The root-like base provides stability for free-standing display. Perfect For: Gothic, witchy, dark cottagecore, and nature-inspired home decor.",49.0,,USD,True,4,False,house,none,1,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/A%20dramatic%2C%20close-up%20shot%20focusing%20on%20the%20text.jpg;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/The%20Ravenwood%20Branch%20Candelabra%20styled%20in%20a%20mo.jpg
XN-THE-RVN-WTC,XN-THE-RVN-WTC,The Raven’s Watch Pillar Stand – Gothic Candle Holder,xn-the-ravens-watch-pillar-stand-gothic-candle-holder-5e75aqi,Categories,"Invite the mystery of the macabre into your home with The Raven’s Watch Pillar Stand . This striking piece features a realistic black raven perched upon the base of a textured, cast-iron style column. Silent and observant, the bird stands guard beneath the flame of your favorite pillar candle. Crafted from high-quality resin with a matte black finish, it mimics the look of heavy antique metal without the weight. Perfect for a literary-themed library, a dedicated altar, or as a centerpiece for a ""dinner in the dark,"" this holder creates an atmosphere of timeless gothic romance. Key Features: Sculptural Detail: Features a realistic raven perched at the base. Textured Finish: Matte black resin designed to look like aged cast iron. Pillar Perfect: Wide top plate designed to securely hold standard pillar candles. Literary Vibe: A perfect homage to Edgar Allan Poe and classic gothic tales. Dimensions: Stands approx. 6-7 inches tall (perfect for mantels).",22.0,,USD,True,4,False,house,none,1,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Gothic%20raven%20pillar%20candle%20holder%20with%20a%20lit%20b.jpg;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Black%20textured%20resin%20pillar%20candle%20holder%20feat.jpg
XN-THE-SHD-SPR,XN-THE-SHD-SPR,The Shadow Spire Trio – Matte Black 3-Piece Candlestick Set,xn-the-shadow-spire-trio-matte-black-3-piece-candlestick-set-jl30b,Categories,"Create a cathedral of shadows in your own home with The Shadow Spire Trio . This essential set includes three matte black candle holders of graduated heights, designed to bring depth and drama to your lighting display. Forged from durable metal with a sleek, light-absorbing matte finish, these holders feature a classic silhouette that complements any aesthetic—from minimal modern witch to Victorian gothic. The varying heights allow you to create a tiered ""altar effect"" on your dining table, mantle, or vanity. Sturdy and substantial, they are designed to hold standard taper candles securely. Pair them with black, blood red, or beeswax candles to set the mood for your next ritual or dinner party. Key Features: Complete Trio: Includes three holders of different heights (Max height: 12"") for a dynamic display. Matte Black Finish: deep, non-reflective finish for a true ""void"" aesthetic. Heavy-Duty Build: Weighs over 1.6 lbs collectively for stability. Classic Silhouette: Timeless design that fits year-round, not just for Halloween. Standard Fit: Designed for standard taper candles (candles not included).",58.0,,USD,True,2,False,house,none,1,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/A%20dramatic%20scene%20showing%20the%20trio%20lit%20on%20a%20wit.jpg;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Set%20of%20three%20graduated%2C%20hand-forged%20matte%20blac.jpg
XN-THE-SRP-S,XN-THE-SRP-S,The Serpent's Coil – Sculpted 3D Snake Taper Candles (Pair),xn-the-serpents-coil-sculpted-3d-snake-taper-candles-pair-gl30b,,"Invite the ancient symbol of wisdom and rebirth to your altar with The Serpent's Coil Taper Set . These aren't ordinary candles; they are miniature sculptures. Each tall white taper features a lifelike, 3D snake coiled tightly around the shaft, hand-painted with intricate scale details. When lit, the melting wax creates a dramatic interplay between the pristine candle and the winding serpent. Available in two distinct finishes to match your aesthetic: The Gilded Serpent: A white candle wrapped in a shimmering Gold Snake for a touch of opulence. The Shadow Serpent: A white candle wrapped in a matte Black Snake (with gold accents) for a darker, witchy vibe. Burn them during rituals of transformation or place them on your dining table to captivate your guests. Key Features: 3D Sculpted Design: Features a realistic snake wrapped around the wax. Two Style Options: Choose between Gold or Black snake finishes. Clean Burning: Smokeless wax for a pure, steady flame. Statement Size: 10"" (25cm) tall, perfect for standard taper holders. Set of Two: Each box contains two matching candles.",24.0,,USD,True,0,False,house,one_dim,3,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/White%20candles%20with%20gold%20snakes%2C%20styled%20for%20lux.jpg;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Tall%20white%20taper%20candle%20featuring%20a%20sculpted%20b.jpg
XN-THE-TWL-BLS,XN-THE-TWL-BLS,The Twilight Blush Ritual Candle – Black Rose & Cork,xn-the-twilight-blush-ritual-candle-black-rose-cork-8e75a,,"Ignite the magic of the evening with The Twilight Blush Ritual Candle . Infused with the captivating scent of dark roses and twilight musk, this candle is designed to put you under its spell. Housed in a sleek black glass vessel, it features a natural cork lid printed with a mystical starburst rose design. The ""Twilight Blush"" fragrance offers an enchanting blend of darkness and allure—perfect for setting the mood during meditation, tarot readings, or a relaxing soak in the tub. Packaged in a matching gothic slide-box, it makes an effortless gift for the modern witch or a treat for your own altar. Key Features: Scent Profile: Twilight Blush (a mysterious, floral blend). Eco-Luxe Design: Reusable black glass jar with a printed natural cork lid. Gift-Ready: Comes in a matching illustrated slide-out box. Burn Time: Approximately 21 hours of illumination. Dimensions: 14.1 oz (400g) total weight.",16.0,,USD,True,2,False,house,none,1,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Black%20glass%20scented%20candle%20with%20a%20natural%20cork.jpg;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Black%20glass%20scented%20candle%20with%20a%20cork%20lid%20fea.jpg
XN-THE-VRD-GRD,XN-THE-VRD-GRD,The Verdant Gradient – Spiral Taper Candle Set (4-Pack),xn-the-verdant-gradient-spiral-taper-candle-set-4-pack-q667a,,"Bring the stillness of the deep woods into your home with The Verdant Gradient Taper Set . This curated collection of four handcrafted spiral candles captures the many shades of the forest. The set creates a perfect tonal gradient, ranging from a whisper-light hemlock green, through calming sage, to a rich, dark moss. The twisted shape evokes vines climbing a trellis or roots winding through the earth. Perfect for Yule celebrations, Earth elemental rituals, or simply adding a touch of biophilic gothic charm to your dining table. Burn them together to create a lush, living centerpiece. Key Features: Tonal Gradient: Includes four distinct shades of green (Pale, Sage, Olive, and Forest). Sculptural Spiral: Twisted vine-like shape adds organic texture. Earth Element: Perfect for green witches, herbalists, and nature lovers. Clean Burn: Smokeless, dripless, and non-toxic high-quality wax. Set of Four: Includes four candles in a gift-ready box. Dimensions: Approx. 9.6"" (24.5cm) tall.",36.0,,USD,True,2,False,house,none,1,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Four%20lit%20spiral%20taper%20candles%20showing%20a%20green%20.jpg;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/477bbc19745f37bb3dd512b3db61261d83ef789ea5bc2.webp
XN-THE-WTC-HR,XN-THE-WTC-HR,The Witching Hour Ritual Candle – White Sage Cleansing Blend,xn-the-witching-hour-ritual-candle-white-sage-cleansing-blend-r690b,,"Clear the energy and reset your sanctuary with The Witching Hour Ritual Candle . When the clock strikes twelve—or whenever you need a fresh start—light this candle to release the purifying aroma of white sage. Unlike the smoke of burning bundles, this candle offers a cleaner, softer way to banish negative vibes and invite clarity into your space. Housed in a reusable black glass vessel, it features a natural cork lid printed with a classic flying witch silhouette. Packaged in a matching gothic slide-box, it is an essential tool for your altar, a thoughtful housewarming gift, or a daily ritual for peace of mind. Key Features: Scent Profile: White Sage (herbal, fresh, and purifying). Ritual Ready: Perfect for cleansing a space without the heavy smoke of smudge sticks. Eco-Luxe Design: Black glass jar with a printed natural cork lid (Witch motif). Gift-Ready: Comes in a matching illustrated slide-out box. Burn Time: Approximately 21 hours.",16.0,,USD,True,2,False,house,none,1,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Black%20glass%20'Witching%20Hour'%20scented%20candle%20wit.jpg;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Witching%20Hour%20White%20Sage%20candle%20styled%20on%20a%20go.jpg
YLN-24-RND-PHL,YLN-24-RND-PHL,The Emerald Boudoir Ottoman – Vintage Velvet & Gold Fringe,yolanda-24-round-upholstered-accent-ottoman,,"A Seat Fit for a Queen of the Night. Drape your home in the luxury of the Old World with the Emerald Boudoir Ottoman . This piece is a masterclass in vintage glamour, blending the richness of deep emerald velvet with the drama of cascading gold bullion fringe. Designed to evoke the feeling of a 1920s speakeasy or a Victorian seance room, this accent seat features a plush, button-tufted top and gold rope trim that circles the waist like a corset. It is versatile enough to serve as a footrest for your favorite velvet armchair, a vanity seat for your morning rituals, or simply a stunning accent piece that demands attention. Why It Belongs in Your Lair: Opulent Texture: Soft, high-quality emerald green velvet that catches the light beautifully. Dramatic Detail: The thick gold fringe adds movement and vintage sophistication to any room. Versatile Function: Perfect as a vanity stool, extra seating for coven gatherings, or a footrest. Sturdy & Soft: Built with a solid wood frame for durability but cushioned for comfort. The Details: Dimensions: 24"" Diameter x 18"" Height Material: Velvet Upholstery, Gold Bullion Fringe Color: Emerald Green & Gold",85.0,,USD,True,3,False,house,none,1,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Emerald%20green%20velvet%20round%20ottoman%20with%20gold%20f.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Emerald%20green%20velvet%20vanity%20ottoman%20with%20gold%20.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Autumon.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Yolanda%2024%20Round%20Upholstered%20Accent%20Ottoman.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Yolanda%2024%20Round%20Upholstered%20Accent%20Ottoman%20S.webp
