SKU,Name,Alternate Id,Options,Suggested Category,Price,Sale Price,Currency,QTY,Hidden,Image URL,Description
BLC-WD-BRD-SML,The Midnight Plank – Small Black Wood Ritual & Serving Board,black-wood-board-small,,Candles & Scent,$34.00 ,$20.40 ,USD,4,False,https://img1.wsimg.com/isteam/ip/1d844c65-5bb5-4df4-9d7f-7c6f6d7d8f89/file-4ab3f0e.png,"A Foundation for Feasts and Spells. Simple, stark, and beautifully functional, The Midnight Plank is a versatile essential for the dark aesthetic home. Crafted from solid wood and finished in a deep, matte charcoal black, it provides a striking contrast for whatever you place upon it. Use it as a personal charcuterie board for a solo feast of cheese and dark chocolate, or repurpose it as a portable altar tile for arranging crystals, tarot cards, and candles. The squared handle adds a modern geometric touch, making it easy to carry from kitchen to coffee table to sacred space. Why It Belongs in Your Home: The Perfect Contrast: Food, crystals, and jewelry pop vividly against the matte black wood grain. Compact & Portable: Sized for intimate gatherings or small altar setups. Modern Design: The square handle and clean lines fit seamlessly into both minimalist and maximalist gothic decor. Multi-Use: Safe for dry food serving, perfect for display. The Details: Material: Solid Wood with Matte Black Finish Size: Small (Ideal for 1-2 person serving or altar base) Care: Wipe clean with a damp cloth. Do not soak."
MTT-BLC-CHS-KNV,The Midnight Feast – Matte Black Cheese Knife Set,matte-black-cheese-knives-book-box,,Dining & Serveware,$29.00 ,$17.40 ,USD,4,False,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Cheese%20knives%2C%20charcuterie%20board%2C%20and%20-6b66cd9.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Matte%20Black%20Cheese%20Knives%20Book%20Box_img4.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Matte%20Black%20Cheese%20Knives%20Book%20Box_img2.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Matte%20Black%20Cheese%20Knives%20Book%20Box_img1.webp,"Sleek enough for a modern home. Dark enough for yours. Elevate your entertaining ritual with The Midnight Feast Knife Set . Forget traditional silverware; this trio is dipped in a deep, matte black finish that absorbs the light, creating a striking contrast against white brie, yellow cheddar, or dark fruits. Packaged in a clever, book-style box that opens to reveal the tools inside, it feels less like kitchenware and more like a hidden volume from a secret library. It makes an exceptional gift for the host who has everything—or the perfect addition to your own gothic charcuterie board. Why They Belong on Your Table: Stealth Aesthetic: The all-black, matte finish is modern, sophisticated, and undeniably cool. The ""Secret Book"" Box: The packaging is part of the experience—store them on a bookshelf or display the box as art. Complete Set: Includes a pronged knife for soft cheeses, a chisel knife for crumbly cheeses, and a heart knife for spreading and cutting. Durable Design: Crafted from stainless steel for a sharp edge and long-lasting finish. The Details: Set Includes: 3 Cheese Knives (Fork-Tipped, Chisel, Heart/Spreader) Material: Stainless Steel with Matte Black Finish Care: Hand Wash Only to preserve the matte coating."
WHT-SG-SMD-STC,The Foundation Ritual – Classic White Sage Cleansing Bundle,white-sage-smudge-sticks,,Wall Art,$6.00 ,$3.60 ,USD,9,False,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/White%20Sage%20Smudge%20Sticks_img1.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/White%20Sage%20Smudge%20Sticks_img4.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/White%20Sage%20Smudge%20Sticks_img2.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Sage_vid2.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Gemini_Generated_Image_zihcdrzihcdrzihcBurning.png,"The Original Purifier. When in doubt, return to the source. The Foundation Ritual Bundle is the essential tool for any spiritual practice—pure, unadulterated White Sage ( Salvia apiana ). Known for generations as the ultimate energetic ""reset button,"" burning white sage clears away the heaviest negativity, banishes stagnant vibes, and creates a neutral, sacred space for you to build upon. It is the blank canvas of magic. Ethically & Sustainably Harvested: We honor the earth that provides for us. Our sage is responsibly grown on a small family farm in Southern California, ensuring that the plant population is sustained and the harvest is performed with respect and intention. Why It Belongs on Your Altar: The ""Master Key"": The most versatile tool for cleansing crystals, tarot decks, new homes, or your own aura. Potent Purification: The distinct, earthy smoke is known for binding to negative energy and carrying it away. Sustainable Sourcing: You can cleanse your space with a clear conscience, knowing this sage was not poached from the wild. Ritual Ready: Includes a Cleansing Guide Card , making it perfect for beginners or as a thoughtful gift for a housewarming. The Details: Size: Approx. 4.25"" Long x 1.5"" Wide Ingredients: 100% California White Sage Includes: 1 Smudge Stick + Ritual Guide Card"
WHT-SG-W-CLY,The Clarity Ritual – White Sage & Eucalyptus Cleansing Bundle,white-sage-w-eucalyptus-smudge-sticks,,Drinkware,$6.00 ,$3.60 ,USD,10,False,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Burning%20white%20sage%20and%20dried%20lavender%20cleansin.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/White%20Sage%20w%20Eucalyptus%20Smudge%20Sticks_img4.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/White%20Sage%20w%20Eucalyptus%20Smudge%20Sticks_img3.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/White%20Sage%20w%20Eucalyptus%20Smudge%20Sticks_img5.webp,"Breathe New Life Into Your Space. When the air feels heavy and your mind feels clouded, reach for The Clarity Ritual Bundle . This handcrafted smudge stick intertwines the sacred purifying power of White Sage with the sharp, refreshing energy of Eucalyptus. While Sage clears away negative vibrations, Eucalyptus acts as a spiritual decongestant. Its cool, camphorous smoke is traditionally used to promote healing, protection, and mental focus. It is the perfect tool for banishing exhaustion, breaking through creative blocks, or cleansing a space after illness. Ethically & Sustainably Gathered: Magic requires respect. Our White Sage ( Salvia apiana ) is responsibly grown and sustainably harvested on a small family farm in Southern California, ensuring the land is honored in every step of the process. Why It Belongs on Your Altar: The ""Deep Clean"": Perfect for when a space feels physically or spiritually ""stuffy."" Magical Properties: Eucalyptus is associated with healing, protection, and uncovering the truth. Invigorating Scent: Leaves a fresh, crisp, herbal fragrance that lingers beautifully. Beginner Friendly: Includes a Cleansing Guide Card to walk you through the ritual of smoke cleansing. The Details: Size: Approx. 4.25"" Long x 1.5"" Wide Ingredients: California White Sage, Eucalyptus Leaves Includes: 1 Smudge Stick + Ritual Guide Card"
WHT-SG-WTH-DRD,The Serenity Ritual – White Sage & Lavender Cleansing Bundle,white-sage-with-dried-lavender-smudge-sticks,,Dining & Serveware,$6.00 ,$3.60 ,USD,10,False,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Burning%20white%20sage%20and%20dried%20lavender%20cleansin.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/White%20Sage%20with%20Dried%20Lavender%20Smudge%20Sticks_.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/White%20Sage%20with%20Dried%20Lavender%20Smudge-93cfc79.webp,"Clear the Shadows, Invite the Calm. Reset the energy of your sanctuary with The Serenity Ritual Bundle . This hand-wrapped smudge stick marries the powerful, purifying properties of White Sage with the soothing, tranquil vibrations of dried Lavender. When burned, the smoke creates a perfect balance: the sharp, earthy scent of the sage banishes negativity and stagnant energy, while the soft, floral notes of lavender invite peace, relaxation, and restful sleep. It is the ideal tool for cleansing a new home, preparing for meditation, or simply clearing the air after a long, heavy week. Ethically & Sustainably Gathered: We believe that a cleansing ritual should start with a clean conscience. Our White Sage ( Salvia apiana ) is responsibly grown and sustainably harvested on a small family farm in Southern California, ensuring the plant population is preserved and respected. Why It Belongs on Your Altar: Dual Action: Purifies the space (Sage) while calming the spirit (Lavender). Sustainable Sourcing: Ethically harvested to respect the earth and the tradition. Handcrafted Beauty: Each bundle is hand-picked, air-dried, and visually stunning—beautiful enough to display even when not in use. Beginner Friendly: Includes a Cleansing Guide Card to help you perform your ritual with confidence and intention. The Details: Size: Approx. 4.25"" Long x 1.5"" Wide Ingredients: California White Sage, Dried Lavender Includes: 1 Smudge Stick + Ritual Guide Card"
SKL-BK-NDS-GTH,The Catacomb Scholar – Aged Skull Bookend Set,skull-book-ends-gothic-lifesize-human,,Decor Objects,$35.00 ,$21.00 ,USD,3,False,"https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Skull%20bookends.png/:/rs=w:600,h:600;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Skull%20Book%20Ends%20Gothic%20Lifesize%20Human_img1.webp/:/rs=w:600,h:600;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Skull%20Book%20Ends%20Gothic%20Lifesize%20Human_img4.webp/:/rs=w:600,h:600;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Skull%20Book%20Ends%20Gothic%20Lifesize%20Human_img5.webp/:/rs=w:600,h:600;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Skull%20Book%20Ends%20Gothic%20Lifesize%20Human_img2.webp/:/rs=w:600,h:600;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Skull%20Book%20Ends%20Gothic%20Lifesize%20Human_img8.webp/:/rs=w:600,h:600;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Skull%20Book%20Ends%20Gothic%20Lifesize%20Human_img7.webp/:/rs=w:600,h:600;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Skull%20Book%20Ends%20Gothic%20Lifesize%20Human_img6.webp/:/rs=w:600,h:600;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Skull%20Book%20Ends%20Gothic%20Lifesize%20Human_img3.webp/:/rs=w:600,h:600","Guardians of Your Forbidden Knowledge. Keep your most treasured grimoires, leather-bound classics, and dark tales in order with The Catacomb Scholar Bookend Set . Crafted with an incredibly realistic, weathered bone finish, these twin skulls hold a silent vigil on your shelf. Their deep eye sockets and aged texture make them look like artifacts unearthed from a forgotten crypt. Heavy and substantial, they are designed to hold even your most formidable volumes securely in place. Why They Belong on Your Bookshelf: Realistic Aging: The detailed finish gives them an authentic, ancient look that plastic decorations can't replicate. Heavy & Functional: Weighted to prevent slipping, they are as practical as they are striking. Macabre Elegance: A sophisticated way to add a gothic touch to a home office, library, or bedside table. The Perfect Gift: An ideal present for the bibliophile with a taste for the darker side of literature. The Details: Set Includes: 2 Skull Bookends (Left and Right) Material: Heavyweight Sculpted Resin Finish: Aged Bone"
VNS-VNS-RBB-CHM,The Sepia & Smoke Ribbed Coupe Set – Vintage Glassware Collection,venus-ribbed-champagne-coupe-set-7oz-set-of-6,,Drinkware,$55.00 ,$33.00 ,USD,1,False,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/assets_task_01k5qn0yhhfmg8631a2nrvwrr-fc924ae.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Venus%20Ribbed%20Champagne%20Coupe%20Set%207oz%20-99b7f79.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Venus%20Ribbed%20Champagne%20Coupe%20Set%207oz%20%20Set%20of%20.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Venus%20Ribbed%20Champagne%20Coupe%20Set%207oz%20%20Set%20of%20.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Venus%20Ribbed%20Champagne%20Coupe%20Set%207oz%20-f1a271c.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/assets_task_01k5qn0yhhfmg8631a2nrvwrr-5bd55ed.webp,"A Toast to the Old World. Transport your evening rituals back to the age of speakeasies and candlelight with the Sepia & Smoke Ribbed Coupe Set . This stunning collection of six glasses moves beyond clear glass, offering a moody spectrum of vintage hues—from pale smoke and soft taupe to deep, rich amber. The classic coupe shape, popularized in the 1920s, features a delicate ribbed texture that catches the light and adds a tactile elegance to every sip. While designed for Champagne, they are the perfect vessel for a dark espresso martini, a smoky bourbon cocktail, or a potent elixir. Why They Belong on Your Bar Cart: Vintage Aesthetic: The ribbed glass and sepia-toned gradient evoke the feeling of antique French glassware found in a hidden manor. The Art of Contrast: The warm, smoky tones look incredible against a dark tablecloth or black marble counter. Perfect Capacity: At 7oz, they hold the ideal pour for craft cocktails without the risk of spills. Unique Set: No two sips look exactly alike; the gradient colors allow guests to identify their glass by its unique shade of shadow. The Details: Set Includes: 6 Ribbed Coupe Glasses Capacity: 7 oz each Color: Assorted gradient of Smoke, Amber, and Mocha Material: High-quality tinted glass"
LRG-SET-OF-3,The Gilded North Star Trio – Alchemical Wall Decor,large-set-of-3-metallic-gold-cast-iron-starburst-wall-decor,,Decor Objects,$38.00 ,$22.80 ,USD,3,False,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Large%20Set%20of%203%20Metallic%20Gold%20Cast%20Iro-af409bc.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Black%20and%20Gold%20Stars%20on%20patterned%20background%20-.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Large%20Set%20of%203%20Metallic%20Gold%20Cast%20Iro-cf52c0c.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Large%20Set%20of%203%20Metallic%20Gold%20Cast%20Iro-92380b9.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Large%20Set%20of%203%20Metallic%20Gold%20Cast%20Iro-f21b2b0.webp,"Illuminate the Darkness. Bring the warmth of the cosmos into your home with The Gilded North Star Trio . Crafted from heavy cast iron and finished in an antiqued metallic gold, these eight-pointed stars act as a beacon of light against dark walls. In the world of the arcane, the eight-pointed star represents balance, the planet Venus, and the cardinal directions. These pieces channel that ancient energy with a luxurious twist. The weathered gold finish evokes the feeling of an alchemist’s workshop or a rediscovered treasure from a sunken ship. Why They Belong on Your Wall: The Alchemist's Touch: The metallic gold finish contrasts stunningly against black, charcoal, or emerald green walls (a staple of the gothic home). Heavy Cast Iron: These aren't flimsy plastic; they have the weight and texture of authentic ironwork. Celestial Styling: Hang them in an ascending line to represent rising energy, or cluster them above a mirror for a halo effect. The Details: Set Includes: 3 Stars (Large, Medium, Small) Dimensions: Large: 12"" H x 8.75"" W Medium: 8.75"" H x 7"" W Small: 6.75"" H x 5.75"" W Material: Cast Iron with Antiqued Gold Finish Mounting: Built-in hangers for easy installation. Accent to vintage, beach, or nautical-themed rooms."
SET-OF-3-LRG,The Obsidian Compass Stars – Cast Iron Wall Trio,set-of-3-large-black-cast-iron-starburst-wall-hangings,,Decor Objects,$38.00 ,$22.80 ,USD,3,False,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/SETOFT~1.PNG;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Set%20of%20three%20black%20cast%20iron%20eight-pointed%20sta.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Black%20and%20Gold%20Stars%20on%20real%20wall%20set%20up%20-%20BES.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Set%20of%203%20Large%20Black%20Cast%20Iron%20Starbu-90be3e8.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Set%20of%203%20Large%20Black%20Cast%20Iron%20Starbu-4cfef16.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Set%20of%203%20Large%20Black%20Cast%20Iron%20Starbu-3c9f923.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Set%20of%203%20Large%20Black%20Cast%20Iron%20Starbu-3642eda.webp,"Navigate by the Shadows. Add a touch of celestial protection to your home with The Iron North Star Trio . Crafted from heavy cast iron and finished in a rustic matte black, these eight-pointed stars evoke the ancient symbolism of the chaos star, the compass rose, and the guiding light of the North Star. Unlike flimsy modern decor, these pieces have the weight and texture of old-world ironwork. They are perfect for hanging above a doorway for protection, arranging above an altar, or creating a celestial focal point on a gallery wall. Why They Belong on Your Wall: Ancient Symbolism: The 8-pointed star is a timeless symbol of balance, protection, and cosmic order. Heavy Cast Iron: Real metal construction gives them a premium, authentic feel and durability for indoor or outdoor use. Versatile Display: The set includes three graduated sizes, allowing you to arrange them in a constellation that fits your space perfectly. The Details: Set Includes: 3 Stars (Large, Medium, Small) Dimensions: Large: 12"" H x 8.75"" W Medium: 8.75"" H x 7"" W Small: 6.75"" H x 5.75"" W Material: Cast Iron with Black Enamel Finish Mounting: Built-in hangers for easy installation."
TWO-TR-RND-SLT,The Obsidian Tier – Slate Stone & Chrome Display Stand,two-tier-round-slate-stone-and-metal-serving-tray,,Dining & Serveware,$30.00 ,$18.00 ,USD,3,False,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Two-tier%20slate%20and%20chrome%20serving%20stand%20displa.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Two-tier%20round%20natural%20slate%20and%20chrome%20displa.png,"Serve Your Guests in Stone. Elevate your gatherings—or your altar—with The Obsidian Tier . Crafted from rough-hewn natural slate stone, this two-tiered stand brings the raw beauty of the earth into your home. Far from the typical ""country kitchen"" decor, the dark, charcoal-grey slate provides a dramatic, moody backdrop for whatever you choose to display. The polished chrome spine adds a touch of modern alchemy, striking a perfect balance between industrial edge and gothic elegance. How to Use It in a Gothic Home: The Midnight Tea: Perfect for displaying dark chocolates, blackberries, and pastries during a gathering. The Crystal Altar: Use it to organize your crystal collection, separating stones by intention on each tier. The Vanity: A stunning way to display perfume bottles, jewelry, and potions on your dresser. The Details: Dimensions: 11.75"" Diameter x 9.25"" Height Material: Natural Dark Slate Stone, Polished Chrome Assembly: Minimal assembly required (no tools needed)."
CRS-VLV-4-PC,The Crushed Velvet Sanctuary Comforter Set – 4-Piece Gothic Bedding,crushed-velvet-4-piece-comforter-set,,Candles & Scent,$150.00 ,$90.00 ,USD,0,False,https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Black%20crushed%20velvet%20comforter%20set%20with%20a%20diam.png;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/assets_task_01k5qkw05we3m8rxkx4at80pw8_175850.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Crushed%20Velvet%204-Piece%20Comforter%20or%20D-c9a788e.webp;https://img1.wsimg.com/isteam/ip/021f10ea-1ee0-4cd6-9752-37761b8edd13/ols/Victorian%20Rose%20pink%20crushed%20velvet%204-piece%20com.png,"Wrap Yourself in Shadows and Softness. Create a bedroom fit for royalty with The Crushed Velvet Sanctuary Set . While standard bedding simply covers a mattress, this set drapes your bed in rich, multidimensional texture that catches the candlelight and instantly warms the room. The ""crushed"" velvet technique creates a lustrous, shifting surface that looks different from every angle—shimmering in the light and deepening in the shadows. Paired with a diamond-quilted top, it offers a heavy, luxurious look without the heavy weight. Choose Your Aesthetic: 🖤 Midnight Black: For the ultimate dark sanctuary. Absorbs the light and sets a mood of deep mystery. 🥀 Victorian Rose (Blush): A dusty, romantic pink that evokes the feeling of a haunted boudoir or a vintage romance novel. Why It Belongs in Your Lair: Sensory Experience: The texture is incredibly soft to the touch, providing immediate comfort. Warmth Without Weight: Filled with hypoallergenic down-alternative that provides exceptional warmth while remaining breathable. The Complete Look: This 4-piece set includes the comforter, two matching shams, and a decorative accent pillow for instant styling. Effortless Care: The crushed texture naturally hides wrinkles, keeping your bed looking perfectly unmade or made. The Details: Set Includes: 1 Comforter (with filling), 2 Pillow Shams, 1 Decorative Pillow. Material: 100% Polyester Crushed Velvet Face / Microfiber Reverse. Care: Machine washable for easy maintenance."
CRS-VLV-4-PC-FLL-QN-BLC,The Crushed Velvet Sanctuary Comforter Set – 4-Piece Gothic Bedding,crushed-velvet-4-piece-comforter-set,Full/Queen;Black,Home Decor (Other),$150.00 ,$90.00 ,USD,2,False,,
CRS-VLV-4-PC-FLL-QN-BLS,The Crushed Velvet Sanctuary Comforter Set – 4-Piece Gothic Bedding,crushed-velvet-4-piece-comforter-set,Full/Queen;Victorian Rose (Blush),Home Decor (Other),$150.00 ,$90.00 ,USD,2,False,,
CRS-VLV-4-PC-KNG-CAL-BLC,The Crushed Velvet Sanctuary Comforter Set – 4-Piece Gothic Bedding,crushed-velvet-4-piece-comforter-set,King/Cal King;Black,Home Decor (Other),$175.00 ,$105.00 ,USD,1,False,,
CRS-VLV-4-PC-KNG-CAL-BLS,The Crushed Velvet Sanctuary Comforter Set – 4-Piece Gothic Bedding,crushed-velvet-4-piece-comforter-set,King/Cal King;Victorian Rose (Blush),Home Decor (Other),$175.00 ,$105.00 ,USD,2,False,,
